strategy,accuracy,f1_score,precision_at_top10
Full_Model,0.5396765498652291,0.35051293722208604,0.5288409703504043
Abl_NoCorrelation,0.5396765498652291,0.35051293722208604,0.5288409703504043
Abl_NoFundSim,0.5396765498652291,0.35051293722208604,0.5288409703504043
Abl_NoStatic,0.5396765498652291,0.35051293722208604,0.5288409703504043
Abl_OnlyCorrelation,0.5396765498652291,0.35051293722208604,0.5288409703504043
Abl_OnlyFundSim,0.5396765498652291,0.35051293722208604,0.5288409703504043
