accuracy,f1_score,Precision@Top-5,Precision@Top-10,Precision@Top-20,IC_mean,IC_std,IC_IR,IC_values,method
0.5462068965517242,0.35325602140945583,0.5545977011494253,0.5491379310344827,0.5504310344827587,-3.765891221596047e-05,0.1589780488266602,-0.00023688120777618432,"[np.float64(-0.19075781781322887), np.float64(-0.33580610163643243), np.float64(-0.2456398322680255), np.float64(-0.0980264185714164), np.float64(0.030094782140623156), np.float64(0.18310297674641718), np.float64(-0.07704761392793052), np.float64(-0.16175267194768403), np.float64(-0.3042557160502545), np.float64(-0.32710296068664735), np.float64(-0.3014975370891506), np.float64(0.13591776165032865), np.float64(-0.021660382833500313), np.float64(0.1689802048035386), np.float64(-0.26595432174982125), np.float64(-0.15824896002256986), np.float64(0.1115058507335157), np.float64(-0.020705852455392623), np.float64(0.1563032932760971), np.float64(0.05905237892066771), np.float64(0.08068836095007029), np.float64(0.10990725302413225), np.float64(0.07772992694253837), np.float64(0.5081848738371192), np.float64(0.045002482813929004), np.float64(0.42050447595366086), np.float64(-0.18491271653920466), np.float64(-0.15121064438280327), np.float64(0.17842100217790602), np.float64(0.017020266365837748), np.float64(-0.02791553450263572), np.float64(0.23953259255068637), np.float64(-0.21221496082474897), np.float64(-0.01891366975713255), np.float64(0.025335275153520475), np.float64(-0.06411336981143591), np.float64(0.11148448528653626), np.float64(0.042915508818113894), np.float64(-0.25580495458943653), np.float64(-0.11630056811266246), np.float64(0.0989124814896477), np.float64(0.13506177674797304), np.float64(-0.14597472210569382), np.float64(-0.17489404339039272), np.float64(-0.04496144119581842), np.float64(-0.0032931425507173404), np.float64(-0.16655588536076735), np.float64(-0.09551864527909623), np.float64(0.08328046852415733), np.float64(-0.013788167634760784), np.float64(0.0758049069898808), np.float64(-0.15102284100523056), np.float64(0.11280954356693838), np.float64(-0.07514085956963697), np.float64(0.04979941242237863), np.float64(0.05283482634296156), np.float64(-0.029125177715922067), np.float64(0.019822121039471542), np.float64(-0.06332604168229129), np.float64(0.08630095226585538), np.float64(0.010665148476105724), np.float64(0.04379844083402431), np.float64(0.2477446009163003), np.float64(0.09425165760158717), np.float64(0.0877555210343289), np.float64(-0.04956585884038416), np.float64(-0.07238591052920824), np.float64(-0.06105118101951242), np.float64(-0.12214107782433951), np.float64(0.17966273774714336), np.float64(0.05080986638885002), np.float64(-0.10150915729594177), np.float64(-0.15819616041194662), np.float64(0.015376988782718532), np.float64(-0.18107058824564579), np.float64(-0.05879061135677328), np.float64(-0.047753544028156646), np.float64(-0.03136785920682339), np.float64(-0.1808506095966778), np.float64(-0.1796739108993819), np.float64(-0.2491305966982616), np.float64(-0.38678025624009044), np.float64(-0.16406434398252467), np.float64(-0.1580968452219498), np.float64(-0.09393856202445197), np.float64(-0.07249417135689806), np.float64(0.042452522483129945), np.float64(0.08679679739024199), np.float64(0.10594249164766394), np.float64(0.12002709390847473), np.float64(0.14637848749946286), np.float64(-0.16133423270888458), np.float64(-0.10217972635196092), np.float64(-0.17970828907973474), np.float64(-0.18198732085945182), np.float64(0.015724880486101888), np.float64(-0.021004636029456434), np.float64(0.005613802251325944), np.float64(-0.12091480252196717), np.float64(0.013658785015422966), np.float64(0.29006377041802234), np.float64(-0.08700025942478752), np.float64(0.1456852449814521), np.float64(0.20740340197351106), np.float64(-0.10856270752319985), np.float64(0.2755098052547009), np.float64(0.11393536799129052), np.float64(-0.0753559877861066), np.float64(-0.03916361215224314), np.float64(-0.11077142255162384), np.float64(0.17896947971154273), np.float64(-0.11883356569489921), np.float64(0.2393424562708009), np.float64(-0.1370974314957475), np.float64(-0.2921574030173771), np.float64(-0.0895579483113595), np.float64(-0.10042888391734436), np.float64(0.25640990009939973), np.float64(0.05083020212772715), np.float64(0.06356776625986325), np.float64(0.17812706763174221), np.float64(-0.06736509508441613), np.float64(-0.07697145727299204), np.float64(-0.042093726255844656), np.float64(-0.06420974904934065), np.float64(-0.16675213395222652), np.float64(-0.19908574973126852), np.float64(-0.1556310506494788), np.float64(-0.19392730598525204), np.float64(-0.11559327031190676), np.float64(-0.07797811958888455), np.float64(0.07135961469274404), np.float64(0.17464997164421567), np.float64(0.24157573704025054), np.float64(0.24950314932929696), np.float64(0.11150702415163422), np.float64(0.0834547320153881), np.float64(0.22137757128486088), np.float64(0.04328191268306602), np.float64(0.12158814819797735), np.float64(0.0873291171671289), np.float64(0.0899410382238197), np.float64(-0.07951069339065514), np.float64(0.024367995940899483), np.float64(0.08665194789784854), np.float64(0.08241447179134316), np.float64(0.1782012212266116), np.float64(0.16977156744957142), np.float64(0.01472041588551719), np.float64(0.04737903724117526), np.float64(-0.1603641413056352), np.float64(0.1207544126036796), np.float64(0.14209987046668146), np.float64(0.0793602991872272), np.float64(0.10824994382219687), np.float64(0.17985264804143797), np.float64(0.37017509305277874), np.float64(0.5908509630082199), np.float64(-0.04217778916416297), np.float64(0.00047085699617928855), np.float64(0.08111388479100262), np.float64(0.11164931778227521), np.float64(0.31738957755366093), np.float64(0.34932616412854484), np.float64(0.01001402560789563), np.float64(-0.029696449457145356), np.float64(-0.21180243872555823), np.float64(-0.07046657671418403), np.float64(-0.019193524441615463), np.float64(0.08020447525077042), np.float64(-0.07001291697035658), np.float64(-0.08561755727489657), np.float64(-0.1207468936439807), np.float64(-0.12875426229360548), np.float64(-0.12639146040969318), np.float64(-0.1123845482965268), np.float64(-0.17063628470244538), np.float64(0.022240218454260965), np.float64(-0.0007362893719607639), np.float64(0.034042975785114546)]",logits
