scenario,original_return,balanced_return,return_improvement,original_sharpe,balanced_sharpe,sharpe_improvement,original_max_position,balanced_max_position,position_improvement,original_max_dd,balanced_max_dd
随机策略,0.45418455479937503,10.791405712220925,10.33722115742155,0.9337950929608961,1.0890507839054717,0.1552556909445756,6.293688418919703,99.99690581198378,93.70321739306408,0.38977909015984946,7.7357154205467085
全部买入（测试上涨情况）,12.27790733824785,43.86833776202064,31.590430423772787,1.5385044736824582,2.8692132794307614,1.3307088057483032,99.99813896351122,99.99966099411957,0.0015220306083421065,5.886569949735724,7.12899153490202
