strategy,final_value,Cumulative_Return,Sharpe_Ratio,Max_Drawdown
Buy-and-Hold,18294.33076184191,0.831262509260374,2.1765707823354483,0.09550365769419714
Equal-Weight (daily),16553.181868209136,0.6553181868209137,2.135000610112564,0.08558664611035027
Equal-Weight (weekly),16572.644823958253,0.6572644823958254,2.1390216496198504,0.08548972668608906
