,accuracy,f1_score,precision_at_top10,train_val_f1,description
Full_Model,0.5462068965517242,0.35325602140945583,0.521551724137931,0.3420803871894733,Full model with all edge types
Abl_NoCorrelation,0.5462068965517242,0.35325602140945583,0.521551724137931,0.3420803871894733,Without correlation edges
Abl_NoFundSim,0.5462068965517242,0.35325602140945583,0.521551724137931,0.3420803871894733,Without fundamental similarity edges
Abl_NoStatic,0.5462068965517242,0.35325602140945583,0.521551724137931,0.3420803871894733,Without static edges (sector/industry)
Abl_OnlyCorrelation,0.5462068965517242,0.35325602140945583,0.521551724137931,0.3420803871894733,Only correlation edges
Abl_OnlyFundSim,0.5461494252873563,0.4056022802017026,0.5439655172413793,0.35763847384742004,Only fundamental similarity edges
