strategy,accuracy,f1_score,precision_at_top10
Full_Model,0.5389100817438692,0.3501894543007897,0.553133514986376
Abl_NoCorrelation,0.5389100817438692,0.3501894543007897,0.553133514986376
Abl_NoFundSim,0.5389100817438692,0.3501894543007897,0.553133514986376
Abl_NoStatic,0.5389100817438692,0.3501894543007897,0.553133514986376
Abl_OnlyCorrelation,0.5389100817438692,0.3501894543007897,0.553133514986376
Abl_OnlyFundSim,0.5389100817438692,0.3501894543007897,0.553133514986376
